"artifactNumber","ObjectName","GeneralDescription","model","SerialNumber","Manufacturer","ManuCountry","ManuProvince","ManuCity","BeginDate","EndDate","date_qualifier","patent","NumberOfComponents","ArtifactFinish","ContextCanada","ContextFunction","ContextTechnical","group1","category1","subcategory1","group2","category2","subcategory2","group3","category3","subcategory3","material","Length","Width","Height","Thickness","Weight","Diameter","image","thumbnail"
"1966.0226.001","Barometer","METAL/ LEATHER CISTERN/ GLASS THERMOMETER","","26-41","DOT Air Services Branch","","","","1940","","circa","","1","GREEN HAMMERLINE PAINTED CASING & BLACK ENAMEL PAINTED THERMOMETER HOLDER (NOT ORIGINAL)/ PLATED METAL BASE AND PARTS/ BRUSHED METAL SCALE/ YELLOW BACKED CLEAR GLASS THERMOMETER.","INSTRUMENT OF TYPE DESIGNED IN 1930'S BY DR. JOHN PATTERSON, DIRECTOR OF MSC 1928-1946, & USED EXTENSIVELY BY MSC UNTIL AT LEAST 1960'S. BY 1943 IT WAS STATION BAROMETER AT MAJORITY OF CANADIAN OBSERVING STATIONS & SEVERAL VERSIONS, INCLUDING MOUNTAIN & MARINEINSTRUMENTS, WERE PRODUCED BY MSC IN SUBSEQUENT YEARS.","AN INSTRUMENT THAT MEASURES ATMOSPHERIC PRESSURE THROUGH ITS EFFECT ON A COLUMN OF MERCURY.","SUCCESSFUL ATTEMPT TO COMBINE SIMPLICITY OF READING OF FIXED CISTERN BAROMETER & EASE OF TRANSPORT OF ADJUSTABLE CISTERN TYPE. INSTRUMENT HAS PLUNGER AT BASE THAT CAN BE RAISED TO FILL CISTERN & TUBE DURINGTRANSPORT~ WHEN IN USED SCREW HOLDING PLUNGER IS REMOVED TO RELEASE LEATHER BAG* IS REPLACED BY PLUG. THIS INSTRUMENT SUCCEEDED KEW FIXED CISTERN BAROMETER AT CANADIAN OBSERVING STATIONS.","Meteorology","Atmospheric pressure measurement","Indicators","","","","","","","metal->~skin->leather~glass","","8.0 cm","101.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0226.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0226.001.aa.cs.thumb.png"
"1966.0227.001","Recorder, rain gauge","METAL BASE/ HINGED SYNTHETIC COVER/ METAL MECHANISM,DRUM AND CLOCK, PARTS/ RUBBER FEET.","B/D","76-53","Meteorological Service of Canada","Canada","","","","","","","1","BASE PAINTED MOTTLED GREEN (NOT ORIGINAL)/ CLEAR, COLOURLESS SYNTHETIC/ METALLIC PARTS/ BLACK ENAMEL PAINTED PEN ARM GUIDE/ BLACK RUBBER.","AN INSTRUMENT DESIGNED & MADE BY THE CANADIAN METEOROLOGICAL SERVICE FOR USE AT ITS OBSERVATORIES, A LATER EXAMPLE OF THE EVENT RECORDER DEVELOPED BY M.S.C. IN THE 1930'S FOR USE AS ANEMOGRAPHS & RAIN GAUGE RECORDERS. THE LATTER HAVE 1 PEN MECHANISM AS OPPOSED TO 3 ON THE ANEMOGRAPH.","AN INSTRUMENT THAT RECORDS ON A PAPER CHART MEASUREMENTS OF AMOUNTS OFRAINFALL MADE BY A SEPARATE RAIN GAUGE.","AN EXAMPLE OF A LATER VERSION OF THE M.S.C. RAIN GAUGE RECORDER, MARKED 'TYPE B/D', POSSIBLY INDICATING A TYPE B RECORDER MODIFIED TO BE A TYPE D.","Meteorology","Precipitation amount, rate & duration measurement","Rainfall","","","","","","","metal->~synthetic->~resin->rubber","39.6 cm","21.2 cm","19.3 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0227.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0227.001.aa.cs.thumb.png"
"1966.0228.001","Telescope","ALUMINUM TELESCOPE & PARTS/ GLASS LENSES & MIRRORS/ SYNTHETIC PARTS/ LEATHER CARRYING CASE WITH FABRIC LINING/ SYNTHETIC LUGGAGE COVER","QUESTAR","A-20118","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","REG U.S. PAT. OFF. 175,388~ 2,649,791~ 609,560~ 2,670,656~2,753,760 & PATA. PEND.","14","PLATED METAL TELESCOPE BASE & PARTS/ BLUE SYNTHETIC COVERED BARREL & DEWCAP/ BLACK ENAMELLED PARTS & EYEPIECE HOUSINGS/ RED ENAMELLED DISKS ON BASE, SIDES, & LENS COVER/ CLEAR SYNTHETIC AZIMUTH MARKER/ WHITE & BLUE AZIMUTH ON BASE/ BROWN LEATHER CASE/ BROWN LUGGAGE COVER/ FLAT BLACK PAINTED SOLAR FILTER HOUSING","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","AN OPTICAL INSTRUMENT WHICH PROVIDED A DISTINCT, MAGNIFIED IMAGE OF DISTANT OBJECTS FOR ASTRONOMY & NATURE STUDY AND OBSERVATIONS. THIS TELESCOPE WAS PRIMARILY AN ASTRONOMICAL OBSERVING INSTRUMENT, & COULD SERVE AS THE TELESCOPIC LENS OF A CAMERA FOR STILL OR CINEMA PHOTOGRAPHY.","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal->aluminum~glass->~synthetic->~skin->leather~fibre","21.3 cm","21.3 cm","41.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0228.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0228.001.aa.cs.thumb.png"
"1966.0228.002","Eyepiece","GLASS LENSES & MIRRORS","80-160X~Questar","","Unknown","Japan","","","","","","","14","Black Bakelite eyepiece housing with glass lens. White print around the edge.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal~glass","","","","","","","",""
"1966.0228.003","Eyepiece","GLASS LENSES & MIRRORS","40-80X~Questar","","Unknown","Japan","","","1960","","after","","14","Black Bakelite eyepiece housing with glass lens. White print around the edge.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal~glass","","","","","","","",""
"1966.0228.004","Dewcap","ALUMINUM TELESCOPE & PARTS/ GLASS LENSES & MIRRORS/ SYNTHETIC PARTS/ LEATHER CARRYING CASE WITH FABRIC LINING/ SYNTHETIC LUGGAGE COVER","QUESTAR","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","BLUE SYNTHETIC COVERED BARREL & DEWCAP","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal->aluminum~glass->~synthetic->~skin->leather~fibre","","","","","","","",""
"1966.0228.005","Support","aluminum and synthetic","Questar","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","Aluminum support with black synthetic tip. This support is adjustable with a set screw.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal->aluminum~synthetic","","","","","","","",""
"1966.0228.006","Support","aluminum and synthetic","Questar","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","Aluminum support with black synthetic tip.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal->aluminum~synthetic","","","","","","","",""
"1966.0228.007","Support","aluminum and synthetic","Questar","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","Aluminum support with black synthetic tip.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal->aluminum~synthetic","","","","","","","",""
"1966.0228.008","Screw","metal and synthetic","QUESTAR","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","Metal screw with synthetic washer.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal~synthetic","","","","","","","",""
"1966.0228.009","Screw","metal and synthetic","QUESTAR","","QUESTAR CORP.","United States of America","Pennsylvania","New hope","1960","","before","","14","Metal screw with synthetic washer.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal~synthetic","","","","","","","",""
"1966.0228.010","Cord, power supply","synthetic and metal","Questar","","Unknown","Unknown","","","1960","","before","","14","Brown syntehtic cable with metal connectors","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","synthetic~metal","","","","","","","",""
"1966.0228.011","Filter, telescope","metal and glass","Questar","","Unknown","Unknown","","","1960","","before","","14","Flat black metal and coloured glass.","AN AMERICAN MADE TELESCOPE USED BY THE DOMINION OBSERVATORY IN OTTAWA, & LATER BY NMST AS PART OF ITS ASTRONOMICAL EDUCATIONAL PROGRAMME.","","INTRODUCED IN 1954, THE QUESTAR WAS A SMALL TABLETOP OR PORTABLE TELESCOPE WITH MAKSUTOV CASSEGRAIN CATADIOPTRIC OPTICS. IT WAS MARKETED FOR USE BY ASTRONOMERS, NATURALISTS, PHOTOGRAPHERS, ETC. IN ADDITION TO THIS 3.5 INCH APERTURE MODEL, THERE WAS ALSO THE QUESTAR SEVEN, WITH A 7 INCH APERTURE (REF. 2).","Astronomy","Observation equipment","Optical telescopes","","","","","","","metal~glass","","","","","","","",""
"1966.0229.001","Print","","","","","","","","1966","","circa","","9","","","","","Aviation","Commemorative","Art","","","","","","","","30.3 cm","35.5 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0229.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0229.001.aa.cs.thumb.png"
